page,leaf,table,navire,date,date_republicaine,date_gregorienne,latitude,longitude,longitude_paris,latitude_dms,latitude_ref,longitude_dms,longitude_ref,obs_latitude,obs_longitude,thermometre,barometre_pouces,barometre_lignes,barometre_mm,barometre_hpa,hygrometre,vents_etat_du_ciel,points_lunaires,points_solaires,declinaison_boussole,remarque,remarque_portee,au_mouillage,alerte,notes
475,497,1 - Traversée du Havre à Ténériffe,les corvettes,1800-10-19,27 vendémiaire an IX,1800-10-19,"49,5106","-0,0706","-2,4078",49.30.38,Nord,2.24.28,Occidentales,△,△,"10,0",28,"8,3","776,7",1036,93,"NE. E. SE. Joli frais ; beau temps, ciel nuageux.",Constitution australe,Automne boréal,//,"Les corvettes le Géographe et le Naturaliste sont parties du port du Havre le 19 octobre 1800, à 10 heures du matin.",,,,Têtes de colonne : LATITUDES « Nord. » ; Thermomètre « + » ; DÉCLINAISON de la Boussole « NO. »
475,497,1 - Traversée du Havre à Ténériffe,les corvettes,1800-10-20,28 vendémiaire an IX,1800-10-20,"50,1833","-1,2931","-3,6303",50.11.0,Nord,3.37.49,Occidentales,,,"11,5",28,"8,0","776,0",1035,95,S. Variable du SSE. au SSO. et calme ; ciel nuageux.,P ; Constitution australe,Automne boréal,//,Vu l'île Aurigny et les Casquets.,,,,
475,497,1 - Traversée du Havre à Ténériffe,les corvettes,1800-10-21,29 vendémiaire an IX,1800-10-21,"49,9603","-2,4156","-4,7528",49.57.37,Nord,4.45.10,Occidentales,△,△,"9,0",28,"7,0","773,8",1032,//,"De l'O. au N., grand frais ; temps couvert et brumeux.",Constitution australe,Automne boréal,//,En vue des côtes d'Angleterre.,,,,
475,497,1 - Traversée du Havre à Ténériffe,les corvettes,1800-10-22,30 vendémiaire an IX,1800-10-22,"49,6000","-3,7431","-6,0803",49.36.0,Nord,6.4.49,Occidentales,,*,"10,0",28,"7,0","773,8",1032,//,"NNO. NNE. NE. Joli frais ; ciel nuag., pet. pluie le soir.",L ; Constitution australe,Automne boréal,//,,,,,
475,497,1 - Traversée du Havre à Ténériffe,les corvettes,1800-10-23,1er brumaire an IX,1800-10-23,"48,3167","-5,7320","-8,0692",48.19.0,Nord,8.4.9,Occidentales,,,"13,0",28,"7,0","773,8",1032,81,NNO. NNE. NE. E. SSE. S. NE. Petit fr. et très-var.; t. couv.,Constitution australe,♏ ; Automne boréal,26° 40',,,,,
475,497,1 - Traversée du Havre à Ténériffe,les corvettes,1800-10-24,2 brumaire an IX,1800-10-24,"47,5333","-6,6253","-8,9625",47.32.0,Nord,8.57.45,Occidentales,*,*,"12,0",28,"6,0","771,5",1029,87,SSO. Variable au SSE. Joli frais ; temps couvert.,Constitution australe,Automne boréal,26. 0.,,,,,
475,497,1 - Traversée du Havre à Ténériffe,les corvettes,1800-10-25,3 brumaire an IX,1800-10-25,"46,9650","-9,0931","-11,4303",46.57.54,Nord,11.25.49,Occidentales,,*,"14,0",28,"4,0","767,0",1023,85,S. SO. Joli frais ; SO. NO. Gr. frais ; pluie continuelle.,☾ ; Constitution australe,Automne boréal,//,,,,,
475,497,1 - Traversée du Havre à Ténériffe,les corvettes,1800-10-26,4 brumaire an IX,1800-10-26,"43,3881","-10,1931","-12,5303",43.23.17,Nord,12.31.49,Occidentales,,,"11,0",28,"4,0","767,0",1023,86,NO. NNO. Joli frais ; temps couvert.,Constitution australe,Automne boréal,26. 18.,,,,,
475,497,1 - Traversée du Havre à Ténériffe,les corvettes,1800-10-27,5 brumaire an IX,1800-10-27,"42,6667","-11,7597","-14,0969",42.40.0,Nord,14.5.49,Occidentales,,,"12,4",28,"6,0","771,5",1029,82,NO. N. NE. ENE. Joli frais ; beau temps.,Constitution australe,Automne boréal,25. 20.,"Le passage des vents de NO. à ceux d'ENE., a été assez prompt, en accostant les parages des vents alizés.",,,,
475,497,1 - Traversée du Havre à Ténériffe,les corvettes,1800-10-28,6 brumaire an IX,1800-10-28,"39,7886","-11,3931","-13,7303",39.47.19,Nord,13.43.49,Occidentales,,,"13,2",28,"6,0","771,5",1029,92,NE. ENE. Joli frais ; beau t. ; pluie le soir.,Constitution australe,Automne boréal,//,,,,,
475,497,1 - Traversée du Havre à Ténériffe,les corvettes,1800-10-29,7 brumaire an IX,1800-10-29,"36,2522","-11,8431","-14,1803",36.15.8,Nord,14.10.49,Occidentales,,,"16,0",28,"8,0","776,0",1035,94,ENE. E. Joli fr.; beau temps.,♪ ; Constitution boréale,Automne boréal,26. 42.,,,,,
475,497,1 - Traversée du Havre à Ténériffe,les corvettes,1800-10-30,8 brumaire an IX,1800-10-30,"33,3375","-11,9097","-14,2469",33.20.15,Nord,14.14.49,Occidentales,,,"15,5",28,"2,0","762,5",1017,88,E. ENE. Joli frais ; beau temps.,☊ ; Constitution boréale,Automne boréal,22. 28.,,,,,
475,497,1 - Traversée du Havre à Ténériffe,les corvettes,1800-10-31,9 brumaire an IX,1800-10-31,"31,0333","-12,9264","-15,2636",31.2.0,Nord,15.15.49,Occidentales,,,"18,0",28,"4,0","767,0",1023,82,ENE. Joli frais ; beau temps.,Constitution boréale,Automne boréal,21. 16.,Plusieurs alouettes sont venues se reposer sur nos vergues.,,,,
475,497,1 - Traversée du Havre à Ténériffe,les corvettes,1800-11-01,10 brumaire an IX,1800-11-01,"28,8333","-15,5295","-17,8667",28.50.0,Nord,17.52.0,Occidentales,,△,"18,5",28,"5,0","769,2",1026,86,ENE. NE. Joli frais ; beau temps.,☉ ; Constitution boréale,Automne boréal,19. 5.,En vue des îles Canaries.,,,,
475,497,1 - Traversée du Havre à Ténériffe,les corvettes,1800-11-02,11 brumaire an IX,1800-11-02,"28,4769","-16,2570","-18,5942",28.28.37,Nord,18.35.39,Occidentales,△,△,//,//,,,,76,NE. Joli frais ; beau temps.,Constitution boréale,Automne boréal,//,"Mouillé sur la rade de Sainte-Croix de Ténériffe, à 10 h. du matin.",,oui,,Signe de mouillage imprimé dans la colonne des dates.
476,498,2 - Traversée de Ténériffe à l'Ile-de-France,les corvettes,1800-11-13,22 brumaire an IX,1800-11-13,,,,,Nord,,Occidentales,,,,,,,,81,NE. ENE. Joli frais ; beau temps.,D ; Constitution australe,Automne boréal,,"Appareillé de la rade de Sainte-Croix, à 3 heures du soir.",,,,"Têtes de colonne : LATITUDES « Nord. » ; Thermomètre « + » ; DÉCLINAISON de la Boussole « NO. » ; ligne du 22 brumaire : latitude, longitude, thermomètre, baromètre et déclinaison remplis de points de conduite (aucune valeur)"
476,498,2 - Traversée de Ténériffe à l'Ile-de-France,les corvettes,1800-11-14,23 brumaire an IX,1800-11-14,"26,0167","-17,7817","-20,1189",26.1.0,Nord,20.7.8,Occidentales,,,"17,8",28,"5,0","769,2",1026,83,ENE. Joli frais ; beau temps.,☋ ; Constitution australe,Automne boréal,17° 32',,,,,
476,498,2 - Traversée de Ténériffe à l'Ile-de-France,les corvettes,1800-11-15,24 brumaire an IX,1800-11-15,"23,2667","-19,1995","-21,5367",23.16.0,Nord,21.32.12,Occidentales,,,"18,0",28,"3,5","765,9",1021,91,ENE. Joli frais ; beau temps.,Constitution australe,Automne boréal,17. 0.,"Coupé le tropique du Cancer, à 10 h. 45' du matin.",,,,
476,498,2 - Traversée de Ténériffe à l'Ile-de-France,les corvettes,1800-11-16,25 brumaire an IX,1800-11-16,"20,0167","-20,1725","-22,5097",20.1.0,Nord,22.30.35,Occidentales,,*,"19,2",28,"3,0","764,7",1020,94,ENE. Joli frais ; beau temps.,● ; Constitution australe,Automne boréal,14. 54.,,,,,
476,498,2 - Traversée de Ténériffe à l'Ile-de-France,les corvettes,1800-11-17,26 brumaire an IX,1800-11-17,"16,7500","-19,8431","-22,1803",16.45.0,Nord,22.10.49,Occidentales,,*,"20,0",28,"2,0","762,5",1017,93,ENE. NE. E. Joli fr. ; temps couvert.,P ; Constitution australe,Automne boréal,//,,,,,
476,498,2 - Traversée de Ténériffe à l'Ile-de-France,les corvettes,1800-11-18,27 brumaire an IX,1800-11-18,"14,3333","-19,5967","-21,9339",14.20.0,Nord,21.56.2,Occidentales,,*,"21,0",28,"2,0","762,5",1017,97,NE. ENE. Joli frais ; temps couvert.,Constitution australe,Automne boréal,//,"Passé dans plusieurs ras de marée, portant de l'ESE. au ONO. Doublé le Cap-Vert à 40 lieues de dist. environ.",,,,
476,498,2 - Traversée de Ténériffe à l'Ile-de-France,les corvettes,1800-11-19,28 brumaire an IX,1800-11-19,"13,2167","-19,6422","-21,9794",13.13.0,Nord,21.58.46,Occidentales,,,"22,0",28,"1,0","760,2",1014,88,NE. ENE. Joli frais ; beau temps.,L ; Constitution australe,Automne boréal,16. 49.,Nous avons toujours navigué dans des ras de marée.,,,,
476,498,2 - Traversée de Ténériffe à l'Ile-de-France,les corvettes,1800-11-20,29 brumaire an IX,1800-11-20,"10,2500","-18,4045","-20,7417",10.15.0,Nord,20.44.30,Occidentales,,,"22,3",28,"1,0","760,2",1014,89,ENE. NE. Joli frais ; beau temps.,Constitution australe,Automne boréal,16. 59.,Un épervier est venu se percher sur nos vergues.,,,,
476,498,2 - Traversée de Ténériffe à l'Ile-de-France,les corvettes,1800-11-21,30 brumaire an IX,1800-11-21,"8,9500","-17,5247","-19,8619",8.57.0,Nord,19.51.43,Occidentales,*,*,"23,2",28,"1,0","760,2",1014,86,ENE. NE. Petit frais ; beau temps.,Constitution australe,Automne boréal,16. 2.,,,,,
476,498,2 - Traversée de Ténériffe à l'Ile-de-France,les corvettes,1800-11-22,1er frimaire an IX,1800-11-22,"8,1167","-17,2620","-19,5992",8.7.0,Nord,19.35.57,Occidentales,,,"23,0",28,"1,0","760,2",1014,92,ENE. NE. Petit frais ; beau temps pendant la nuit; ton. et éclairs dans le S.,Constitution australe,♐ ; Automne boréal,16. 33.,"Vu quelques oiseaux des Tropiques, et un requin. Les courans nous ont portés dans l'OSO.",,,,
476,498,2 - Traversée de Ténériffe à l'Ile-de-France,les corvettes,1800-11-23,2 frimaire an IX,1800-11-23,"7,6667","-16,7156","-19,0528",7.40.0,Nord,19.3.10,Occidentales,,,"24,8",28,"2,0","762,5",1017,89,NE. ENE. Foible fraîcheur du S. et du SE. ; beau temps.,☾ ; Constitution australe,Automne boréal,16. 9.,,,,,
476,498,2 - Traversée de Ténériffe à l'Ile-de-France,les corvettes,1800-11-24,3 frimaire an IX,1800-11-24,"7,7000","-16,7195","-19,0567",7.42.0,Nord,19.3.24,Occidentales,,,"24,0",28,"1,5","761,3",1015,92,Calme; fraîcheurs variab. du SSO. au S. SSE. SO. OSO. et NO; b. temps; horizon brumeux.,Constitution australe,Automne boréal,15. 7.,Les courans nous ont portés dans le N.,,,,
476,498,2 - Traversée de Ténériffe à l'Ile-de-France,les corvettes,1800-11-25,4 frimaire an IX,1800-11-25,"7,6500","-16,5900","-18,9272",7.39.0,Nord,18.55.38,Occidentales,,,"24,0",28,"2,5","763,6",1018,87,NNE. NE. ENE. Petite brise; beau temps.,♪ ; Constitution boréale,Automne boréal,16. 37.,"Vu beaucoup de dorades, bonites et marsouins.",,,,
476,498,2 - Traversée de Ténériffe à l'Ile-de-France,les corvettes,1800-11-26,5 frimaire an IX,1800-11-26,"7,1167","-16,2770","-18,6142",7.7.0,Nord,18.36.51,Occidentales,*,*,"22,0",28,"2,0","762,5",1017,100,"Calme interrompu de petit fr. et bon fr. ENE. et E ; temps couv. ; pluie le mat. ; tonn., éclairs.",Constitution boréale,Automne boréal,17. 17.,,,,,
476,498,2 - Traversée de Ténériffe à l'Ile-de-France,les corvettes,1800-11-27,6 frimaire an IX,1800-11-27,"6,9667","-16,2975","-18,6347",6.58.0,Nord,18.38.5,Occidentales,,,"23,8",28,"2,0","762,5",1017,96,Calme et fraîcheurs très-var. ; t. couv. et à grains ; pluie.,☊ ; Constitution boréale,Automne boréal,//,Les courans nous portent constamment vers le Nord.,,,,
476,498,2 - Traversée de Ténériffe à l'Ile-de-France,les corvettes,1800-11-28,7 frimaire an IX,1800-11-28,"6,8167","-16,0845","-18,4217",6.49.0,Nord,18.25.18,Occidentales,,*,"22,5",28,"3,0","764,7",1020,91,Calme plat ; temps couvert.,Constitution boréale,Automne boréal,15. 30.,,,,,
476,498,2 - Traversée de Ténériffe à l'Ile-de-France,les corvettes,1800-11-29,8 frimaire an IX,1800-11-29,"6,6833","-16,1106","-18,4478",6.41.0,Nord,18.26.52,Occidentales,,,"24,8",28,"2,0","762,5",1017,93,Calme et fraîcheurs très-var. ; temps couvert.,Constitution boréale,Automne boréal,16. 11.,"Vu beaucoup de bonites, dorades et poissons volans. Les courans nous portent toujours au N.",,,,
476,498,2 - Traversée de Ténériffe à l'Ile-de-France,les corvettes,1800-11-30,9 frimaire an IX,1800-11-30,"6,6333","-16,0756","-18,4128",6.38.0,Nord,18.24.46,Occidentales,*,*,"22,7",28,"2,5","763,6",1018,94,Calme; grain pesant d'ESE. ; pluie à verse.,Constitution boréale,Automne boréal,14. 54.,,,,,
476,498,2 - Traversée de Ténériffe à l'Ile-de-France,les corvettes,1800-12-01,10 frimaire an IX,1800-12-01,"5,4500","-16,2125","-18,5497",5.27.0,Nord,18.32.59,Occidentales,*,*,"22,0",28,"2,5","763,6",1018,98,Joli frais d'E. et de SE. Grains violens avec écl. et pluie.,☉ ; Constitution boréale,Automne boréal,//,Vu des marsouins.,,,,
476,498,2 - Traversée de Ténériffe à l'Ile-de-France,les corvettes,1800-12-02,11 frimaire an IX,1800-12-02,"4,4833","-16,3831","-18,7203",4.29.0,Nord,18.43.13,Occidentales,,,"23,2",28,"2,0","762,5",1017,96,S. ESE. Joli frais; temps nébuleux.,λ. A ; Constitution boréale,Automne boréal,"13. 36,",,,,,
476,498,2 - Traversée de Ténériffe à l'Ile-de-France,les corvettes,1800-12-03,12 frimaire an IX,1800-12-03,"3,7333","-17,1706","-19,5078",3.44.0,Nord,19.30.28,Occidentales,,,"22,0",28,"2,0","762,5",1017,93,SSE. ENE. Joli fr. ; t. couv. ; des grains et de la pluie.,Constitution boréale,Automne boréal,14. 39.,Vu plusieurs bandes de pétrels.,,,,
477,499,2 - Traversée de France à l'Ile-de-France (suite),les corvettes,1800-12-04,13 frimaire an IX,1800-12-04,"3,2667","-17,3767","-19,7139",3.16.0,Nord,19.42.50,Occidentales,,,"22,0",28,"2,5","763,6",1018,97,"SSE. OSO. SO. SSO. NE. NNE. N. Petit fr. et calme; t. cou. orag., grains, pl., éc.",Constitution boréale,Automne boréal,//,"A la nuit, mer phosphorique d'une manière étonnante. Nos bâtimens paroissent naviguer dans une mer de feu.",,,,Têtes de colonne : LATITUDES « Nord. » ; Thermomètre « + » ; DÉCLINAISON de la Boussole « NO. »
477,499,2 - Traversée de France à l'Ile-de-France (suite),les corvettes,1800-12-05,14 frimaire an IX,1800-12-05,"2,8333","-17,1972","-19,5344",2.50.0,Nord,19.32.4,Occidentales,,,"21,8",28,"2,0","762,5",1017,99,"De l'ENE. au SO. par le Sud, calme et petit frais ; beau temps ; pluie dans la nuit.",Constitution boréale,Automne boréal,//,,,,saut_position,
477,499,2 - Traversée de France à l'Ile-de-France (suite),les corvettes,1800-12-06,15 frimaire an IX,1800-12-06,"2,4833","-17,8175","-20,1547",2.29.0,Nord,20.9.17,Occidentales,,,"22,5",28,"2,5","763,6",1018,97,SSO. SSE. Joli frais ; pluie et grains dans l'après-midi.,Constitution boréale,Automne boréal,//,,,,saut_position,
477,499,2 - Traversée de France à l'Ile-de-France (suite),les corvettes,1800-12-07,16 frimaire an IX,1800-12-07,"2,1333","-17,8353","-20,1725",2.8.0,Nord,20.10.21,Occidentales,,*,"20,6",28,"2,5","763,6",1018,96,"S. SE. NO. E. Petit frais, ensuite calme; t. couv. et pluv.",Constitution boréale,Automne boréal,14. 20.,"L'inclinaison de l'aiguille aimantée, mesurée sur le pont dans un instant de calme absolu, a été trouvée de 27° 0' vers le Nord : l'erreur, s'il y en a, ne doit pas aller à plus d'un ou deux degrés.",,,,
477,499,2 - Traversée de France à l'Ile-de-France (suite),les corvettes,1800-12-08,17 frimaire an IX,1800-12-08,"2,2167","-19,8392","-22,1764",2.13.0,Nord,22.10.35,Occidentales,,,"22,7",28,"2,0","762,5",1017,94,"Du SSE. au SSO. Petit frais ; t. pluv., couv. et par grains.",Constitution boréale,Automne boréal,//,Les courans portent au N. et à l'O.,,,,
477,499,2 - Traversée de France à l'Ile-de-France (suite),les corvettes,1800-12-09,18 frimaire an IX,1800-12-09,"2,4000","-19,1261","-21,4633",2.24.0,Nord,21.27.48,Occidentales,,,"21,5",28,"1,5","761,3",1015,97,Du SO. au S. et N. par l'E. Joli fr.; t. couv. et à grains.,☽ ; Constitution boréale,Automne boréal,//,Vu un diable de mer. Les courans portent au N. et à l'O.,,,,
477,499,2 - Traversée de France à l'Ile-de-France (suite),les corvettes,1800-12-10,19 frimaire an IX,1800-12-10,"1,3667","-17,6967","-20,0339",1.22.0,Nord,20.2.2,Occidentales,*,*,"21,5",28,"2,0","762,5",1017,93,Calme et pet. fr. du NE. ENE. OSO. et NO. Fort grain d'ENE.; temps couv.; pluie.,D ; Constitution australe,Automne boréal,11. 33.,"A 4 h. du mat., une trombe a passé très-près du Naturaliste; elle a occasionné une saute de vent violente et subite, et nous a procuré une forte pl.",,,,
477,499,2 - Traversée de France à l'Ile-de-France (suite),les corvettes,1800-12-11,20 frimaire an IX,1800-12-11,"1,3333","-21,1170","-23,4542",1.20.0,Nord,23.27.15,Occidentales,,,"22,0",28,"2,0","762,5",1017,97,"SE. SSE. Joli frais, b. temps.",☋ ; Constitution australe,Automne boréal,11. 32.,Les courans portent au N. et à l'O. constamment et avec force. Nous voyons depuis plusieurs jours des ras de marée qui ont cette direction.,,,,
477,499,2 - Traversée de France à l'Ile-de-France (suite),les corvettes,1800-12-12,21 frimaire an IX,1800-12-12,"-0,3167","-21,3375","-23,6747",0.19.0,Sud,23.40.29,Occidentales,,,"22,2",28,"2,5","763,6",1018,99,SSE. SE. Joli frais ; b. temps.,Constitution australe,Printemps austral,11. 6.,Vu des mauves et des poissons volans. Nous avons coupé la ligne à 6 h. du soir par 23° 37' de longit. à l'O. de Paris.,,,,Mention « — Sud. — » imprimée dans la colonne LATITUDES entre les lignes du 20 et du 21 frimaire ; les latitudes qui suivent sont australes
477,499,2 - Traversée de France à l'Ile-de-France (suite),les corvettes,1800-12-13,22 frimaire an IX,1800-12-13,"-1,1500","-23,0767","-25,4139",1.9.0,Sud,25.24.50,Occidentales,,,"22,2",28,"2,5","763,6",1018,96,"SE. ESE. Joli fr., b. temps ; dans la nuit, grains et pluie à verse.",Constitution australe,Printemps austral,10. 58.,,,,,
477,499,2 - Traversée de France à l'Ile-de-France (suite),les corvettes,1800-12-14,23 frimaire an IX,1800-12-14,"-2,1500","-24,0283","-26,3656",2.9.0,Sud,26.21.56,Occidentales,,,"22,2",28,"2,0","762,5",1017,97,SE. Joli frais ; beau temps.,Constitution australe,Printemps austral,//,Vu des paille-en-cus et des poissons volans.,,,,
477,499,2 - Traversée de France à l'Ile-de-France (suite),les corvettes,1800-12-15,24 frimaire an IX,1800-12-15,"-2,9667","-24,8489","-27,1861",2.58.0,Sud,27.11.10,Occidentales,,,"22,2",28,"2,5","763,6",1018,97,SE. SSE. Joli frais ; b. temps.,●.L.P ; Constitution australe,Printemps austral,9. 3.,,,,,
477,499,2 - Traversée de France à l'Ile-de-France (suite),les corvettes,1800-12-16,25 frimaire an IX,1800-12-16,"-3,8667","-26,0358","-28,3731",3.52.0,Sud,28.22.23,Occidentales,,,"22,0",28,"2,5","763,6",1018,93,SE. ESE. Joli frais; b. temps.,Constitution australe,Printemps austral,8. 29.,"Inclinaison de l'aiguille aimantée (à 6 h. 30' soir) = 15° 0' vers le Nord, à 1° ou 2° près.",,,,
477,499,2 - Traversée de France à l'Ile-de-France (suite),les corvettes,1800-12-17,26 frimaire an IX,1800-12-17,"-4,9167","-26,6564","-28,9936",4.55.0,Sud,28.59.37,Occidentales,,,"22,0",28,"3,0","764,7",1020,94,ESE. E. Joli frais ; b. temps.,Constitution australe,Printemps austral,7. 19.,"Inclinaison de l'aiguille aimantée (à 3 h. soir) = 17° 0' vers le Nord, à 2° ou 3° près, à cause du mouv. du navire.",,,,
477,499,2 - Traversée de France à l'Ile-de-France (suite),les corvettes,1800-12-18,27 frimaire an IX,1800-12-18,"-6,5500","-27,1103","-29,4475",6.33.0,Sud,29.26.51,Occidentales,,,"21,2",28,"2,0","762,5",1017,89,E. SE. Joli frais ; beau temps.,Constitution australe,Printemps austral,7. 16.,,,,,
477,499,2 - Traversée de France à l'Ile-de-France (suite),les corvettes,1800-12-19,28 frimaire an IX,1800-12-19,"-8,0167","-27,4306","-29,7678",8.1.0,Sud,29.46.4,Occidentales,,,"21,8",28,"3,0","764,7",1020,94,ESE. E. Joli frais ; b. temps.,Constitution australe,Printemps austral,6. 24.,Vu des poissons volans.,,,,
477,499,2 - Traversée de France à l'Ile-de-France (suite),les corvettes,1800-12-20,29 frimaire an IX,1800-12-20,"-9,6042","-27,4270","-29,7642",9.36.15,Sud,29.45.51,Occidentales,,,"21,8",28,"2,0","762,5",1017,91,E. ESE. Joli frais ; b. temps.,Constitution australe,Printemps austral,6. 14.,"Les courans portent au SO., depuis quelques jours.",,,,
478,500,2 - Traversée de France à l'Ile-de-France,les corvettes,1800-12-21,30 frimaire an IX,1800-12-21,"-11,1833","-27,7217","-30,0589",11.11.0,Sud,30.3.32,Occidentales,,,"21,0",28,"2,0","762,5",1017,91,ENE. ESE. Joli frais ; beau temps ; un peu de pluie.,,,5°31',"Lors de l'observation de l'amplitude occase, la direction de l'aiguille aimantée a éprouvé beaucoup de variations ; elle passoit subitement de 10 à 30° sans que le bâtiment eût éprouvé de mouvement de rotation, et quoique le soleil fût toujours dans la direction des pinnules ; mais après ces écarts qui se faisoient presque par bonds, elle revenoit constamment au même point.",,,,Colonne DÉCLINAISON : en-tête « NO. ». Points lunaires : accolade « Constitution boréale » (30 frimaire - 15 nivôse). Points solaires : fin de l'accolade « Pr. aust. ».
478,500,2 - Traversée de France à l'Ile-de-France,les corvettes,1800-12-22,1er nivôse an IX,1800-12-22,"-12,7500","-27,5253","-29,8625",12.45.0,Sud,29.51.45,Occidentales,,,"22,5",28,"5,0","769,2",1026,91,"ENE. E. Joli frais, b. temps.",♌,♑,5.29.,,,,,Points solaires : début de l'accolade « Été austral ».
478,500,2 - Traversée de France à l'Ile-de-France,les corvettes,1800-12-23,2 nivôse an IX,1800-12-23,"-14,2281","-27,2125","-29,5497",14.13.41,Sud,29.32.59,Occidentales,,,"22,5",28,"3,0","764,7",1020,89,"E. ENE. Joli frais, b. temps.",☽,,5.41.,,,,,
478,500,2 - Traversée de France à l'Ile-de-France,les corvettes,1800-12-24,3 nivôse an IX,1800-12-24,"-15,7167","-27,2161","-29,5533",15.43.0,Sud,29.33.12,Occidentales,,,"25,0",28,"3,0","764,7",1020,92,ENE. NE. NNE. Joli frais ; b. temps ; pluie pend. la nuit.,☊,,5.46.,,,,,
478,500,2 - Traversée de France à l'Ile-de-France,les corvettes,1800-12-25,4 nivôse an IX,1800-12-25,"-17,3833","-25,9367","-28,2739",17.23.0,Sud,28.16.26,Occidentales,,,"25,1",28,"3,0","764,7",1020,93,NE. NNE. Joli fr. ; b. temps ; pluie abond. pend. la nuit.,,,5.50.,,,,,
478,500,2 - Traversée de France à l'Ile-de-France,les corvettes,1800-12-26,5 nivôse an IX,1800-12-26,"-19,0372","-24,4572","-26,7944",19.2.14,Sud,26.47.40,Occidentales,,,"25,0",28,"4,0","767,0",1023,99,NE. E. Joli frais ; b. temps ; pluie pendant la nuit.,,,5.56.,,,,,
478,500,2 - Traversée de France à l'Ile-de-France,les corvettes,1800-12-27,6 nivôse an IX,1800-12-27,"-20,0500","-23,6775","-26,0147",20.3.0,Sud,26.0.53,Occidentales,,,"25,4",28,"3,0","764,7",1020,92,"ENE. NE. ESE. Joli fr. ; beau temps ; le soir, temps à gr. ; pluie continuelle.",,,5.34.,,,,,
478,500,2 - Traversée de France à l'Ile-de-France,les corvettes,1800-12-28,7 nivôse an IX,1800-12-28,"-21,2167","-23,1647","-25,5019",21.13.0,Sud,25.30.7,Occidentales,*,*,"25,1",28,"2,0","762,5",1017,85,NE. ENE. Petit frais ; temps couvert et à grains.,,,5.51.,,,,,
478,500,2 - Traversée de France à l'Ile-de-France,les corvettes,1800-12-29,8 nivôse an IX,1800-12-29,"-22,0833","-23,0520","-25,3892",22.5.0,Sud,25.23.21,Occidentales,,,"25,0",28,"4,0","767,0",1023,85,NE. SE. Joli fr. ; temps couv. ; grains et petite pluie par intervalles.,A,,5.45.,Inclinaison de l'aiguille aimantée = 15° 0' vers le Sud. Assez bonne observation.,,,,
478,500,2 - Traversée de France à l'Ile-de-France,les corvettes,1800-12-30,9 nivôse an IX,1800-12-30,"-23,3167","-22,9889","-25,3261",23.19.0,Sud,25.19.34,Occidentales,,,"21,5",28,"3,0","764,7",1020,88,E. ESE. Petit frais ; b. temps.,λ,,6.59.,A 9 h. 15' coupé le tropique du Capricorne.,,,,
478,500,2 - Traversée de France à l'Ile-de-France,les corvettes,1800-12-31,10 nivôse an IX,1800-12-31,"-24,0000","-23,2595","-25,5967",24.0.0,Sud,25.35.48,Occidentales,,,"25,1",28,"3,0","764,7",1020,92,ESE. E. Petit frais ; temps couvert.,○,,6.13.,Vu un pétrel et des poissons volans.,,,,
478,500,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-01,11 nivôse an IX,1801-01-01,"-24,9667","-23,1464","-25,4836",24.58.0,Sud,25.29.1,Occidentales,,,"25,0",28,"3,0","764,7",1020,94,E. ESE. Foible brise ; beau temps.,,,6.23.,Vu plusieurs requins.,,,,
478,500,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-02,12 nivôse an IX,1801-01-02,"-24,9333","-22,6170","-24,9542",24.56.0,Sud,24.57.15,Occidentales,,,"22,5",28,"2,0","762,5",1017,89,SO. S. SSE. SE. Foible brise ; beau temps.,,,6.17.,,,,,
478,500,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-03,13 nivôse an IX,1801-01-03,"-25,3167","-22,1042","-24,4414",25.19.0,Sud,24.26.29,Occidentales,,,"20,7",28,"4,0","767,0",1023,100,Du SE. au NE. Petit frais ; beau temps.,,,6.20.,,,,,
478,500,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-04,14 nivôse an IX,1801-01-04,"-26,1000","-21,9911","-24,3283",26.6.0,Sud,24.19.42,Occidentales,,,"23,5",28,"3,0","764,7",1020,97,NE. N. ONO. Petit frais ; b. temps.,,,6.16.,,,,,
478,500,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-05,15 nivôse an IX,1801-01-05,"-26,6167","-21,3283","-23,6656",26.37.0,Sud,23.39.56,Occidentales,,,"20,5",28,"2,0","762,5",1017,94,"ONO. OSO. SO. SSO. S. SSE. Joli fr. ; b. temps : l'après-midi, temps couv. et pluie.",,,6.17.,,,,,
478,500,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-06,16 nivôse an IX,1801-01-06,"-26,1000","-19,6653","-22,0025",26.6.0,Sud,22.0.9,Occidentales,,,"22,5",28,"3,0","764,7",1020,90,SSE. Joli frais ; beau temps.,D,,6.42.,,,,,Points lunaires : début de l'accolade « Constitution australe ».
478,500,2 - Traversée de France à l'Ile-de-France,les corvettes,1801-01-07,17 nivôse an IX,1801-01-07,"-25,7833","-18,8692","-21,2064",25.47.0,Sud,21.12.23,Occidentales,,,"20,0",28,"4,0","767,0",1023,83,SSE. E. Joli frais ; b. temps.,☋,,8.40.,,,,,
