page,leaf,table,navire,date,date_republicaine,date_gregorienne,latitude,longitude,longitude_paris,latitude_dms,latitude_ref,longitude_dms,longitude_ref,obs_latitude,obs_longitude,thermometre,barometre_pouces,barometre_lignes,barometre_mm,barometre_hpa,hygrometre,vents_etat_du_ciel,points_lunaires,points_solaires,declinaison_boussole,remarque,remarque_portee,au_mouillage,alerte,notes
482,504,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-04-26,6 floréal an IX,1801-04-26,"-21,3167","59,7500","57,4128",21.19.0,Sud,57.24.46,Orientales,,,"19,0",28,"4,0","767,0",1023,94,E. ESE. Joli frais ; b. temps.,D.♋,,//,,,,,Points lunaires : début de l'accolade « Constitution australe ».
482,504,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-04-27,7 floréal an IX,1801-04-27,"-22,6767","57,7783","55,4411",22.40.36,Sud,55.26.28,Orientales,,,"18,6",28,"3,0","764,7",1020,98,E. Joli frais ; beau temps.,,,14. 25.,,,,,
482,504,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-04-28,8 floréal an IX,1801-04-28,"-23,9472","57,9467","55,6094",23.56.50,Sud,55.36.34,Orientales,,,"18,8",28,"4,5","768,1",1024,98,E. ENE. Joli frais ; b. temps.,○,,//,Coupé le tropique du Capricorne pour la troisième fois.,,,,
482,504,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-04-29,9 floréal an IX,1801-04-29,"-25,0697","58,4881","56,1508",25.4.11,Sud,56.9.3,Orientales,,,"17,8",28,"4,8","768,8",1025,91,ENE. SE. Petit frais ; beau temps.,,,15. 0.,,,,,
482,504,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-04-30,10 floréal an IX,1801-04-30,"-25,8333","58,0642","55,7269",25.50.0,Sud,55.43.37,Orientales,*,,"18,2",28,"4,0","767,0",1023,98,"SE. E. Foible, ensuite bon fr. ; temps couv., brume épaisse ; de la pluie.",,,//,,,,,
482,504,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-01,11 floréal an IX,1801-05-01,"-27,4700","58,3294","55,9922",27.28.12,Sud,55.59.32,Orientales,,,"17,8",28,"3,8","766,5",1022,100,ESE. NE. Joli frais ; b. temps.,P,,18. 1.,Vu un albatrosse.,,,,
482,504,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-02,12 floréal an IX,1801-05-02,"-28,5961","60,3100","57,9728",28.35.46,Sud,57.58.22,Orientales,,,"17,7",28,"3,2","765,2",1020,100,NE. NO. Joli frais ; b. temps.,L,,17. 16.,"Le temps, brumeux d'abord, s'est éclairci dans la nuit, à l'instant du lever de la lune.",,,,
482,504,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-03,13 floréal an IX,1801-05-03,"-28,8983","62,9858","60,6486",28.53.54,Sud,60.38.55,Orientales,,,"17,8",28,"3,8","766,5",1022,99,NNO. ONO. Joli frais ; beau temps.,,,16. 30.,,,,,
482,504,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-04,14 floréal an IX,1801-05-04,"-29,2058","64,8342","62,4969",29.12.21,Sud,62.29.49,Orientales,,,"16,4",28,"4,3","767,7",1024,92,ONO. S. Joli frais ; b. temps.,,,15. 19.,,,,,
482,504,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-05,15 floréal an IX,1801-05-05,"-28,9761","66,9047","64,5675",28.58.34,Sud,64.34.3,Orientales,,,"16,8",28,"4,3","767,7",1024,96,SSO. SE. Petit frais ; b. temps.,☽,,14. 48.,,,,,
482,504,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-06,16 floréal an IX,1801-05-06,"-28,6228","67,8067","65,4694",28.37.22,Sud,65.28.10,Orientales,,,"16,6",28,"5,6","770,6",1027,89,SSE. ESE. Bon frais ; temps couvert.,,,//,,,,,
482,504,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-07,17 floréal an IX,1801-05-07,"-30,4769","67,6972","65,3600",30.28.37,Sud,65.21.36,Orientales,,,"16,4",28,"5,5","770,4",1027,94,ESE. ENE. Joli frais ; beau temps.,,,//,,,,,
482,504,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-08,18 floréal an IX,1801-05-08,"-31,6269","68,5458","66,2086",31.37.37,Sud,66.12.31,Orientales,,,"16,0",28,"4,0","767,0",1023,95,ENE. NE. Joli frais ; beau temps ; ciel cou. d'un brouillard élevé et éclatant.,,,15. 45.,"Dans la matinée, le soleil étoit entouré d'un cercle blanchâtre de 15° de rayon. L'intérieur de cette circonférence étoit d'une couleur un peu foncée tirant sur le jaune.",,,,
482,504,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-09,19 floréal an IX,1801-05-09,"-32,1667","70,5733","68,2361",32.10.0,Sud,68.14.10,Orientales,*,,"16,4",28,"2,6","763,8",1018,100,"NE. N. Bon frais, ensuite gr. frais et par grains, temps couv., brume et pluie.",♌.☊,,//,,,,,Points lunaires : début de l'accolade « Constitution boréale ».
482,504,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-10,20 floréal an IX,1801-05-10,"-32,7750","73,2900","70,9528",32.46.30,Sud,70.57.10,Orientales,*,*,"16,4",27,"9,6","752,6",1003,97,NNE. Grand frais ; temps couvert et pluvieux.,,,//,,,,,
482,504,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-11,21 floréal an IX,1801-05-11,"-33,5389","76,8733","74,5361",33.32.20,Sud,74.32.10,Orientales,*,*,"14,7",28,"2,0","762,5",1017,90,NNE. NO. SO. Grand fr. par rafales ; temps couv. et pl.,,,//,Vu beaucoup de damiers.,,,,
482,504,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-12,22 floréal an IX,1801-05-12,"-33,6683","79,7264","77,3892",33.40.6,Sud,77.23.21,Orientales,,,"13,0",28,"4,3","767,7",1024,89,SO. OSO. Joli frais ; beau temps.,●,,13. 36.,,,,,
482,504,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-13,23 floréal an IX,1801-05-13,"-33,5686","82,5144","80,1772",33.34.7,Sud,80.10.38,Orientales,,,"12,0",28,"5,5","770,4",1027,89,SO. ONO. Joli frais et foible ; beau temps.,,,//,,,,,
482,504,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-14,24 floréal an IX,1801-05-14,"-33,5828","84,2181","81,8808",33.34.58,Sud,81.52.51,Orientales,,,"12,2",28,"3,5","765,9",1021,98,NNE. NNO. Bon frais ; beau temps.,,,//,,,,,
482,504,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-15,25 floréal an IX,1801-05-15,"-33,4081","87,9069","85,5697",33.24.29,Sud,85.34.11,Orientales,,,"10,4",28,"5,2","769,7",1026,72,ONO. SSO. Bon frais ; beau temps.,,,13. 36.,"A 5 h. du matin, les vents qui étoient ONO., passèrent subitement au SSO., sans rien perdre de leur force.",,,,
482,504,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-16,26 floréal an IX,1801-05-16,"-32,8572","89,4933","87,1561",32.51.26,Sud,87.9.22,Orientales,,,"10,6",28,"5,0","769,2",1026,73,SE. NE. Foible brise ; temps couvert.,λ,,//,,,,,
482,504,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-17,27 floréal an IX,1801-05-17,"-32,3361","90,4761","88,1389",32.20.10,Sud,88.8.20,Orientales,*,*,"11,1",28,"5,8","771,0",1028,97,ENE. NNE. Joli frais ; temps couvert.,A,,//,,,,,
483,505,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-18,28 floréal an IX,1801-05-18,"-33,9306","93,4219","91,0847",33.55.50,Sud,91.5.5,Orientales,*,,"12,4",28,"5,6","770,6",1027,95,NNE. NNO. Joli frais et bon frais ; temps couvert.,,,10°14',,,,,Colonne DÉCLINAISON : en-tête « NO. ». Points lunaires : accolade « Constitution boréale » (28 floréal - 2 prairial). Points solaires : accolade « Automne austral ».
483,505,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-19,29 floréal an IX,1801-05-19,"-34,4867","97,2378","94,9006",34.29.12,Sud,94.54.2,Orientales,,,"12,2",28,"3,0","764,7",1020,99,N. NNO. Bon frais ; temps couvert.,,,10. 17.,,,,,
483,505,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-20,30 floréal an IX,1801-05-20,"-35,0750","101,3267","98,9894",35.4.30,Sud,98.59.22,Orientales,,,"11,5",28,"2,6","763,8",1018,99,NNO. SSO. SO. SSO. Bon fr. ; temps couvert ; pluie.,,,10. 31.,,,,,
483,505,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-21,1er prairial an IX,1801-05-21,"-34,8006","104,2589","101,9217",34.48.2,Sud,101.55.18,Orientales,,,"11,4",28,"4,0","767,0",1023,92,SSO. SO. SE. E. NE. Petit fr. ; beau temps.,☾,♊,//,,,,,
483,505,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-22,2 prairial an IX,1801-05-22,"-34,6453","106,0153","103,6781",34.38.43,Sud,103.40.41,Orientales,,,"14,6",28,"4,8","768,8",1025,86,NNE. NO. Joli fr. ; b. temps.,,,9. 20.,,,,,
483,505,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-23,3 prairial an IX,1801-05-23,"-34,2275","108,5853","106,2481",34.13.39,Sud,106.14.53,Orientales,,,"12,3",28,"5,3","769,9",1027,93,O. NO. Petit frais ; b. temps.,D,,8. 31.,,,,,Points lunaires : début de l'accolade « Constitution australe ».
483,505,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-24,4 prairial an IX,1801-05-24,"-33,7111","110,6717","108,3344",33.42.40,Sud,108.20.4,Orientales,*,,"13,7",28,"5,0","769,2",1026,92,S. SE. Joli frais ; beau temps.,☋,,6. 53.,,,,,
483,505,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-25,5 prairial an IX,1801-05-25,"-33,8528","111,4033","109,0661",33.51.10,Sud,109.3.58,Orientales,,,"14,8",28,"4,0","767,0",1023,95,"SE. NE. Joli frais ; b. temps ; le soir, éclairs dans le NE.",,,6. 8.,,,,,
483,505,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-26,6 prairial an IX,1801-05-26,"-33,8328","112,6878","110,3506",33.49.58,Sud,110.21.2,Orientales,,,"15,2",28,"3,4","765,6",1021,92,NE. NNE. Joli frais ; beau temps.,,,7. 25.,"Après le coucher du soleil, des éclairs continuels paroissent dans le Sud, au travers d'un brouillard gazeux, semblables aux jets de lumière d'une aurore australe. L'électromètre indiquoit la présence de l'électricité.",,,,
483,505,3 - Traversée de l'Ile-de-France à la Nouvelle-Hollande,les corvettes,1801-05-27,7 prairial an IX,1801-05-27,"-34,5981","114,6883","112,3511",34.35.53,Sud,112.21.4,Orientales,,,"14,6",28,"4,6","768,3",1024,87,NE. NNE. Joli frais ; SSE. E. Foibles ; beau temps.,,,5. 32.,Première vue des terres de la Nouvelle-Hollande.,,,,
483,505,"4 - Routes à la Terre de Leuwin, 1re campagne",le Géographe,1801-05-28,8 prairial an IX,1801-05-28,"-34,7514","114,7831","112,4458",34.45.5,Sud,112.26.45,Orientales,,,"14,8",28,"5,8","771,0",1028,83,SE. ENE. Joli frais ; beau temps.,○,,6. 57.,Les courans nous ont portés de 35' au Sud dans 24 heures.,,,,Colonne DÉCLINAISON : en-tête « NO. ». Points lunaires : accolade « Constitution australe ». Points solaires : accolade « Automne austral ».
483,505,"4 - Routes à la Terre de Leuwin, 1re campagne",le Géographe,1801-05-29,9 prairial an IX,1801-05-29,"-34,1983","114,8089","112,4717",34.11.54,Sud,112.28.18,Orientales,,,"14,2",28,"6,0","771,5",1029,81,NE. SE. Joli frais ; b temps.,P,,5. 26.,,,,,
483,505,"4 - Routes à la Terre de Leuwin, 1re campagne",le Géographe,1801-05-30,10 prairial an IX,1801-05-30,"-33,3756","115,1453","112,8081",33.22.32,Sud,112.48.29,Orientales,,,"13,8",28,"5,7","770,8",1028,81,SE. ESE. Joli frais ; b. temps.,L,,5. 36.,,,,,
483,505,"4 - Routes à la Terre de Leuwin, 1re campagne",le Géographe,1801-05-31,11 prairial an IX,1801-05-31,"-33,4806","115,1039","112,7667",33.28.50,Sud,112.46.0,Orientales,,,"11,8",28,"5,8","771,0",1028,84,E. Joli frais ; beau temps.,,,//,Au mouillage dans l'anse Depuch (baie du Géographe).,,,,
483,505,"4 - Routes à la Terre de Leuwin, 1re campagne",le Géographe,1801-06-01,12 prairial an IX,1801-06-01,"-33,3167","115,1939","112,8567",33.19.0,Sud,112.51.24,Orientales,*,,"11,8",28,"5,7","770,8",1028,70,E. Petit frais très-variable ; beau temps.,,,5. 21.,"Remis sous voiles à 8 h. du matin, et jeté l'ancre à 6 h. du soir.",,,,
483,505,"4 - Routes à la Terre de Leuwin, 1re campagne",le Géographe,1801-06-02,13 prairial an IX,1801-06-02,"-33,5333","115,1706","112,8333",33.32.0,Sud,112.50.0,Orientales,,,"12,2",28,"5,8","771,0",1028,72,ENE. S. Foible ; beau temps.,,,//,"A l'ancre à 8 h. du soir, sous voiles à 8 h. du matin.",,,,
483,505,"4 - Routes à la Terre de Leuwin, 1re campagne",le Géographe,1801-06-03,14 prairial an IX,1801-06-03,"-33,2669","115,1603","112,8231",33.16.1,Sud,112.49.23,Orientales,,,"11,8",28,"6,0","771,5",1029,70,E. NE. Petit frais ; b. temps.,☽,,//,"Sous voiles à 8 h. 15' du mat., à l'ancre à 5 h. et dem. du soir.",,,,
483,505,"4 - Routes à la Terre de Leuwin, 1re campagne",le Géographe,1801-06-04,15 prairial an IX,1801-06-04,"-33,4667","115,4117","113,0744",33.28.0,Sud,0113.4.28,Orientales,,,"12,8",28,"6,8","773,3",1031,75,ENE. ESE. NE. Calme et petit frais ; beau temps.,,,5. 0.,Au mouillage dans la baie du Géographe.,,,,"M. Bernier a observé à terre 33° 30' et 113° 10' 32''. (ligne imprimée sous la dernière ligne du tableau, dans la colonne Remarques). Points lunaires : fin de l'accolade « Constitution australe »."
484,506,"4 - Routes à la Terre de Leuwin, 1re campagne",le Géographe,1801-06-05,16 prairial an IX,1801-06-05,,,,,Sud,,Orientales,,,"13,8",28,"6,3","772,2",1030,75,NE. E. Joli frais ; NE. NNE. Bon frais ; beau temps.,♌.☊,,//,Cette déclinaison de la boussole est la moyenne d'un gr. nombre de bonnes observations faites à l'ancre par M. BRETON.,16-17 prairial,oui,,Au mouillage dans la baie du Géographe. Colonne DÉCLINAISON : en-tête « NO. ». Points lunaires : accolade « Constitution boréale ». Points solaires : accolade « Automne austral ».
484,506,"4 - Routes à la Terre de Leuwin, 1re campagne",le Géographe,1801-06-06,17 prairial an IX,1801-06-06,,,,,Sud,,Orientales,,,"12,0",28,"6,0","771,5",1029,90,NNE. ENE. Bon frais ; beau temps.,,,5°25',Cette déclinaison de la boussole est la moyenne d'un gr. nombre de bonnes observations faites à l'ancre par M. BRETON.,16-17 prairial,oui,,
484,506,"4 - Routes à la Terre de Leuwin, 1re campagne",le Géographe,1801-06-07,18 prairial an IX,1801-06-07,"-33,5333","115,4039","113,0667",33.32.0,Sud,113.4.0,Orientales,*,,"11,7",28,"3,6","766,1",1021,92,NNE. N. ENE. NE. Joli fr. ; ciel nuageux ; les vents fraîchissant beauc. sur le soir.,,,//,"Appareillé à 8 h. du matin, remis à l'ancre à 11 h. et dem.",,,,
484,506,"4 - Routes à la Terre de Leuwin, 1re campagne",le Géographe,1801-06-08,19 prairial an IX,1801-06-08,,,,,Sud,,Orientales,,,"12,0",28,"0,0","758,0",1011,96,NE. ESE. NNE. Grand frais ; fortes rafales ; ciel couvert et brumeux ; pluie.,,,//,Appareillé à 9 h. du soir avec grand frais de NE.,,oui,,Au mouillage dans la baie du Géographe.
484,506,"4 - Routes à la Terre de Leuwin, 1re campagne",le Géographe,1801-06-09,20 prairial an IX,1801-06-09,"-33,4222","115,1325","112,7953",33.25.20,Sud,112.47.43,Orientales,*,*,"12,8",27,"10,5","754,6",1006,99,"NNE. N. Très-grand frais ; fortes rafales, ciel couvert ; temps par grains avec pluie ; brume épaisse.",,,//,"A 4 h. du soir, on voit deux arcs-en-ciel superbes. Toute l'aire renfermée entre deux est d'un blanc éclatant, tandis que le reste de cette partie du ciel est d'un gris noirâtre que quelques éclairs sillonnent de temps en temps. Le tonnerre gronde, mais foiblement.",20-21 prairial,,,"N.B. Les corvettes le Géographe et le Naturaliste ayant été séparées pendant le mauvais temps, les routes suivantes, jusqu'au 18 juin, se rapporteront exclusivement au premier de ces navires."
484,506,"4 - Routes à la Terre de Leuwin, 1re campagne",le Géographe,1801-06-10,21 prairial an IX,1801-06-10,"-33,7750","114,7019","112,3647",33.46.30,Sud,112.21.53,Orientales,,*,"13,6",27,"7,5","747,8",997,100,N. NO. ONO. Grand frais ; fortes rafales ; ciel couvert et sombre ; pluie et brume.,,,//,"A 4 h. du soir, on voit deux arcs-en-ciel superbes. Toute l'aire renfermée entre deux est d'un blanc éclatant, tandis que le reste de cette partie du ciel est d'un gris noirâtre que quelques éclairs sillonnent de temps en temps. Le tonnerre gronde, mais foiblement.",20-21 prairial,,,
484,506,"4 - Routes à la Terre de Leuwin, 1re campagne",le Géographe,1801-06-11,22 prairial an IX,1801-06-11,"-34,0889","114,7714","112,4342",34.5.20,Sud,112.26.3,Orientales,*,*,"14,4",27,"9,8","753,0",1004,100,ONO. Grand frais ; même temps.,●,,//,,,,,
484,506,"4 - Routes à la Terre de Leuwin, 1re campagne",le Géographe,1801-06-12,23 prairial an IX,1801-06-12,"-34,6306","114,9186","112,5814",34.37.50,Sud,112.34.53,Orientales,*,*,"14,5",27,"10,8","755,3",1007,100,"ONO. OSO. Bon frais ; sur le soir, bonne brise ; temps à grains ; pluie.",λ,,//,,,,,
484,506,"4 - Routes à la Terre de Leuwin, 1re campagne",le Géographe,1801-06-13,24 prairial an IX,1801-06-13,"-34,4333","114,9519","112,6147",34.26.0,Sud,112.36.53,Orientales,*,*,"13,5",28,"2,5","763,6",1018,93,OSO. SO. O. Bon frais ; rafales ; ciel nuageux.,A,,//,,,,,
484,506,"4 - Routes à la Terre de Leuwin, 1re campagne",le Géographe,1801-06-14,25 prairial an IX,1801-06-14,"-33,5167","114,8372","112,5000",33.31.0,Sud,112.30.0,Orientales,,*,"13,8",28,"1,8","762,0",1016,100,OSO. NO. Joli fr. ONO. Gr. frais ; raf. ; temps à grains ; pluie.,,,5. 50.,,,,,
484,506,"4 - Routes à la Terre de Leuwin, 1re campagne",le Géographe,1801-06-15,26 prairial an IX,1801-06-15,"-32,6139","115,3372","113,0000",32.36.50,Sud,113.0.0,Orientales,,*,"13,6",28,"1,5","761,3",1015,98,ONO. OSO. SO. OSO. Bon fr. ; rafales ; nuages et pluie.,,,//,,,,,
484,506,"4 - Routes à la Terre de Leuwin, 1re campagne",le Géographe,1801-06-16,27 prairial an IX,1801-06-16,"-32,7264","115,3864","113,0492",32.43.35,Sud,113.2.57,Orientales,,,"13,4",28,"2,6","763,8",1018,91,O. N. Presque calme. NO. NE. Jolie brise ; beau temps.,,,6. 22.,,,,,
484,506,"4 - Routes à la Terre de Leuwin, 1re campagne",le Géographe,1801-06-17,28 prairial an IX,1801-06-17,"-32,7122","115,2328","112,8956",32.42.44,Sud,112.53.44,Orientales,*,,"13,6",28,"0,5","759,1",1012,95,"N. O. Grand frais ; rafales, grains et pluie.",,,//,,,,,
484,506,"4 - Routes à la Terre de Leuwin, 1re campagne",le Géographe,1801-06-18,29 prairial an IX,1801-06-18,"-32,2767","115,4653","113,1281",32.16.36,Sud,113.7.41,Orientales,,,"13,6",28,"1,0","760,2",1014,//,"De l'O. au S. Grand fr. ; temps couv., orageux et pluvieux.",,,//,"A 3 h., l'île Rottnest paroît dans le NNE., à trois lieues de distance.",,,,
485,507,"5 - Routes du Géographe à la Terre d'Édels, 1re campagne",le Géographe,1801-06-19,30 prairial an IX,1801-06-19,"-31,6333","114,6303","112,2931",31.38.0,Sud,112.17.35,Orientales,*,*,"12,8",28,"3,0","764,7",1020,//,SE. SO. Joli frais ; beau temps.,☾,,//,,,,,Colonne DÉCLINAISON : en-tête « NO. ». Points lunaires : fin de l'accolade « C. bor. ». Points solaires : fin de l'accolade « Automne aust. ».
485,507,"5 - Routes du Géographe à la Terre d'Édels, 1re campagne",le Géographe,1801-06-20,1er messidor an IX,1801-06-20,"-30,5456","113,6197","111,2825",30.32.44,Sud,111.16.57,Orientales,,,"13,9",28,"5,0","769,2",1026,//,SO. SSO. Joli frais ; beau temps.,D.☋,,//,,,,,Points lunaires : début de l'accolade « Constit.on austr. ».
485,507,"5 - Routes du Géographe à la Terre d'Édels, 1re campagne",le Géographe,1801-06-21,2 messidor an IX,1801-06-21,"-29,8117","113,4942","111,1569",29.48.42,Sud,0111.9.25,Orientales,*,*,"13,4",28,"5,0","769,2",1026,//,OSO. SSO. S. SE. ESE. E. Petit frais ; temps brumeux.,,,5° 1',,,,,
485,507,"5 - Routes du Géographe à la Terre d'Édels, 1re campagne",le Géographe,1801-06-22,3 messidor an IX,1801-06-22,"-27,3903","113,6167","111,2794",27.23.25,Sud,111.16.46,Orientales,,,"14,0",28,"6,0","771,5",1029,//,De l'E. au S. Joli frais ; beau temps.,,♋,//,,,,,Points solaires : début de l'accolade « Hiver aust. ».
485,507,"5 - Routes du Géographe à la Terre d'Édels, 1re campagne",le Géographe,1801-06-23,4 messidor an IX,1801-06-23,"-26,0281","112,8831","110,5458",26.1.41,Sud,110.32.45,Orientales,,,"15,0",28,"4,0","767,0",1023,//,De l'ESE. au S. Joli frais ; beau temps.,,,4. 20.,,,,,
485,507,"6 - Routes du Géographe à la Terre d'Endracht, 1re campagne",le Géographe,1801-06-24,5 messidor an IX,1801-06-24,"-24,3017","112,9706","110,6333",24.18.6,Sud,110.38.0,Orientales,,,"16,8",28,"3,5","765,9",1021,//,Du S. au NE. Petit frais ; beau temps.,,,2. 23.,,,,,Colonne DÉCLINAISON : en-tête « NO. ». Points lunaires : accolade « Constitution australe ». Points solaires : accolade « Hiver austral ».
485,507,"6 - Routes du Géographe à la Terre d'Endracht, 1re campagne",le Géographe,1801-06-25,6 messidor an IX,1801-06-25,"-23,9811","113,1356","110,7983",23.58.52,Sud,110.47.54,Orientales,*,*,"16,0",28,"3,0","764,7",1020,//,"SE. NE. Grand frais ; temps couvert, petite pluie.",,,//,Mouillé à 7 h. 45' du soir dans la baie des Chiens-Marins ; apparcillé à 10 heures.,,,,
485,507,"6 - Routes du Géographe à la Terre d'Endracht, 1re campagne",le Géographe,1801-06-26,7 messidor an IX,1801-06-26,"-23,8078","113,3486","111,0114",23.48.28,Sud,111.0.41,Orientales,,*,"18,0",28,"4,0","767,0",1023,88,NE. SE. Petit frais ; b. temps ; ciel nuag. ; le soleil n'a paru qu'à midi.,○.L,,//,"Au coucher du soleil, les nuages se sont un peu dissipés ; les inférieurs étoient en longues bandes grises, et les supérieurs en flocons gris, rouges et blancs. Vers 7 h. la lune étant à une bonne hauteur, les nuages inférieurs se sont dissipés, et les supérieurs ont formé un ciel pommelé superbe ; mais ils ont disparu peu après.",7-8 messidor,,,
485,507,"6 - Routes du Géographe à la Terre d'Endracht, 1re campagne",le Géographe,1801-06-27,8 messidor an IX,1801-06-27,"-24,6336","113,3308","110,9936",24.38.1,Sud,110.59.37,Orientales,,,"18,5",28,"3,7","766,3",1022,78,E. SSE. Joli frais ; b. temps.,,,//,"Au coucher du soleil, les nuages se sont un peu dissipés ; les inférieurs étoient en longues bandes grises, et les supérieurs en flocons gris, rouges et blancs. Vers 7 h. la lune étant à une bonne hauteur, les nuages inférieurs se sont dissipés, et les supérieurs ont formé un ciel pommelé superbe ; mais ils ont disparu peu après.",7-8 messidor,,,
485,507,"6 - Routes du Géographe à la Terre d'Endracht, 1re campagne",le Géographe,1801-06-28,9 messidor an IX,1801-06-28,"-24,7961","113,3294","110,9922",24.47.46,Sud,110.59.32,Orientales,*,,"19,5",28,"4,0","767,0",1023,99,NNE. SSE. Petit frais ; beau temps.,P,,,Mis à l'ancre à 2. h. 1/2 du soir.,,,,
485,507,"6 - Routes du Géographe à la Terre d'Endracht, 1re campagne",le Géographe,1801-06-29,10 messidor an IX,1801-06-29,,,,,Sud,,Orientales,,,"18,5",28,"4,0","767,0",1023,94,S. SSE. Joli frais ; b. temps ; un léger brouillard couvre la mer.,,,6. 1.,Cette déclinaison de la boussole est moyenne de sept observations faites par M. BRETON.,,oui,,A l'ancre dans l'Est de l'île Bernier (Baie des Chiens-Marins).
485,507,"6 - Routes du Géographe à la Terre d'Endracht, 1re campagne",le Géographe,1801-06-30,11 messidor an IX,1801-06-30,"-24,7314","113,4650","111,1278",24.43.53,Sud,111.7.40,Orientales,,*,"17,4",28,"3,0","764,7",1020,92,ESE. SO. Petit frais ; b. temps.,,,5. 22.,"Apparcillé à 7 h. et demie du matin, et remis à l'ancre à 1 h. du soir. A 7 h. 1/2 du soir, nous avons vu la lumière zodiacale ; son éclat étoit presque égal à celui de la voie lactée ; son sommet avoit la forme très-prononcée d'un fuseau. Près de l'horizon, sa base s'élargissoit et se confondoit avec une masse de lumière rougeâtre qui bordoit l'horizon dans un arc de près de 100°. Entre l'horizon de la mer et cette lumière, étoit une ligne noire à travers laquelle on voyoit les étoiles, quoique affoiblies.",,,,
485,507,"6 - Routes du Géographe à la Terre d'Endracht, 1re campagne",le Géographe,1801-07-01,12 messidor an IX,1801-07-01,"-24,9964","113,5397","111,2025",24.59.47,Sud,0111.12.9,Orientales,,,"18,0",28,"3,5","765,9",1021,94,NE. SE. Foible brise ; beau temps.,,,4. 14.,Appareillé à 6 h. du matin ; mouillé à 4 heures du soir.,,,,
485,507,"6 - Routes du Géographe à la Terre d'Endracht, 1re campagne",le Géographe,1801-07-02,13 messidor an IX,1801-07-02,"-25,3217","113,4942","111,1569",25.19.18,Sud,0111.9.25,Orientales,,,"16,8",28,"2,0","762,5",1017,98,ENE. E. Joli frais ; b. temps.,♌.☊,,3. 59.,Mis sous voiles à 6 h. 30' du matin ; mouillé à 1 h. 30' du soir.,,,,Points lunaires : début de l'accolade « C. bor. ».
486,508,"6 - Routes du Géographe à la Terre d'Endracht, 1re campagne",le Géographe,1801-07-03,14 messidor an IX,1801-07-03,"-25,5033","113,4139","111,0767",25.30.12,Sud,111.4.36,Orientales,,,"15,1",28,"1,6","761,6",1015,97,Du NNO. au N. Joli fr. ; b. temps ; NNO. O. Bon fr. ; temps à grains ; pluie.,☽,,//,Apparcillé à 2 h. du soir.,,,,Colonne DÉCLINAISON : en-tête « NO. ». Points lunaires : accolade « Constitution boréale ». Points solaires : accolade « Hiver austral ». Colonne DATES (style grégorien) : symbole ⚓.
